,Label,Text
285,MISC,"Moreover, annotating the ASes in the AS topology with their types is a prerequisite for modeling the evolution of the Internet, since different types of ASes exhibit different growth patterns
"
286,MISC,"For example, Internet Service Providers (ISP) grow by attracting new customers and by engaging in business agreements with other ISPs
"
287,MISC,"On the other hand, small companies that connect to the Internet through one or few ISPs do not grow significantly over time
"
288,MISC,"Thus, categorizing different types of ASes in the Internet is necessary to identify network evolution patterns and develop accurate evolution models
"
289,MISC,"An AS taxonomy is also necessary for mapping IP addresses to different types of users
"
290,MISC,"For example, in traffic analysis studies its often required to distinguish between packets that come from home and business users
"
291,MISC,"Given an AS taxonomy, its possible to realize this goal by checking the type of AS that originates the prefix in which an IP address lies
"
292,AIMX,"In this work, we introduce a radically new approach based on machine learning to construct a representative AS taxonomy
"
293,OWNX,"We develop an algorithm to classify ASes based on empirically observed differences between AS characteristics
"
294,BASE,"We use a large set of data from the Internet Routing Registries~(IRR)~ CITATION  and from RouteViews~ CITATION  to identify intrinsic differences between ASes of different types
"
295,OWNX,"Then, we employ a novel machine learning technique to build a classification algorithm that exploits these differences to classify ASes into six representative classes that reflect ASes with different network properties and infrastructures
"
296,OWNX,"We derive macroscopic statistics on the different types of ASes in the Internet and validate our results using a sample of~1200 manually identified AS types
"
297,OWNX,"Our validation demonstrates that our classification algorithm achieves high accuracy:~78 1\% of the examined classifications were correct
"
298,OWNX,"Finally, we make our results and our classifier publicly available to promote further research and understanding of the Internet's structure and evolution
"
299,OWNX,"In Section~ we start with a brief discussion of related work
"
300,OWNX,"Section~ describes the data we used, and in Section~ we specify the set of AS classes we use in our experiments
"
301,OWNX,"Section~ introduces our classification approach and results
"
302,OWNX,"We validate them in Section~ and conclude in Section~
"
303,AIMX,"in this paper we derive the equations for loop corrected belief propagation on a continuous variable gaussian model
"
304,OWNX,"using the exactness of the averages for belief propagation for gaussian models  a  different way of obtaining the covariances is found   based on belief propagation on cavity graphs
"
305,OWNX,"we discuss the relation of this  loop correction algorithm to expectation propagation  algorithms for the case in which the model is no longer  gaussian  but slightly perturbed by nonlinear terms
"
306,MISC,"message passing techniques in graphical models allow for the computation of  approximate   marginal probabilities in a time interval scaling polynomially in the  model size
"
307,MISC,"their discovery has consequently revolutionized several  fields of applications in the past years  of which error correcting codes and vision are probably the most prominent examples
"
308,MISC,"in many cases  the corresponding graphs are loopy  implying either that the error resulting from the application of loopy belief propagation  bp  is negligible for the particular model  or it  can be tolerated for the particular purpose bp serves
"
309,MISC,"in other cases  more sophisticated refinements of bp are necessary  taking into account  part of  the loop errors
"
310,MISC,"finding the optimal treatment of these   loop errors    motivates an active field of research  in which  different solutions applying to different model classes are developed
"
311,MISC,"for models involving many short loops   like on regular lattices  cvm type approaches work well  CITATION   or tree ep approaches  CITATION
"
312,MISC,"the latter may also be  applied to correct for an incidental large loop
"
313,MISC,"unifying frameworks like the region graphs of  CITATION   lead to general strategies for selecting the basic clusters underlying such approaches for general model classes
"
314,MISC,"a recent analysis has shown that the local update equations of bp may be interpreted as the zero order term of an expansion in   cavity connected correlations  
"
315,MISC,"these quantities are parameterizations of the   cavity distributions     i e   the  distribution over neighbor variables of a central variable which has been removed from the graph
"
316,MISC,"the bethe approximation and bp are recovered when this  cavity distribution is assumed to factorize  whereas the first order correction to the local update equations is obtained when one takes into account the pair cumulants  CITATION
"
317,MISC,"estimation of these pair cumulants is possible with extra runs of bp  allowing for new polynomial time algorithms  reducing errors to order    when applying algorithms of which running time scales with an extra factor  of    CITATION
"
